role;;;;i2;i1;;;;;;;;;;;t1;;;;;t4;t2;;;t6;;;;;;;;;;;;;;;;;;;;;;l4;l3;;l1;l2;;;;k4;k1;k2;;k3;;;;;;;;;;;;;;;lb1;lb2;lb3;lb4;lb5;lb6;lb7;;;;;;;;;;;;;v1;;;;;;;;;;;;;t11;t12;y3;t7;t8;t10;t9;;;;;;;;;t5
Medarbetare;3;2;5;3;3;3;3;3;5;3;4;5;4;4;4;4;4;4;3;3;2;2;2;2;3;3;4;3;2;1;;;;;;;;;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;5;3;3;3;2;2;;;;;;;1;1;1;2;3;3;3;4;4;4;4;4;4;4;4;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;4;4;4;3;4;4;4;4;4;3;4;3;4;4;4;3;4
Medarbetare;3;2;5;3;4;2;3;5;5;4;4;4;3;4;4;3;3;4;2;2;2;2;3;3;3;3;3;2;2;1;;;;;;;;;4;3;3;3;3;2;2;3;3;2;3;2;3;2;5;5;4;4;4;4;4;;;;;;;1;1;1;1;2;3;3;3;4;4;4;4;4;4;4;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;3;2;3;4;3;3;3;2;4;3;3;3;3;3;4;4;5
Medarbetare;3;2;3;3;3;3;2;5;4;5;2;2;3;4;5;4;3;4;1;4;4;2;1;2;4;4;4;4;2;1;;;;;;;;;3;3;3;2;3;3;3;3;3;3;3;3;3;4;5;4;4;4;5;4;4;;;;;;;2;1;1;1;3;3;3;3;5;5;5;5;5;5;5;3;3;;;;;;;;;;2;2;;;;;;;;;;5;5;5;5;5;1;5;4;5;5;5;5;4;4;4;4;5;4;5
Medarbetare;2;2;2;2;3;3;4;4;2;4;2;2;5;2;3;3;3;3;1;1;1;1;1;1;1;2;2;3;2;1;;;;;;;;;3;4;2;4;4;4;3;3;4;4;4;4;5;5;5;5;5;3;3;2;1;;;;;;;1;1;1;1;2;3;3;3;5;5;5;5;5;5;5;2;2;;;;;;;;;;1;1;;;3;;;;;1;2;3;2;1;1;1;4;1;2;1;2;2;2;2;4;5;4;5;3;4
Medarbetare;1;1;3;2;5;3;2;5;5;5;3;1;2;0;3;3;1;0;1;1;2;1;5;1;1;1;1;3;2;1;;;;;;;;;1;1;0;1;1;1;1;1;1;1;0;1;1;1;3;5;1;1;2;1;0;;;;;;;1;1;1;1;1;0;0;2;6;6;6;6;6;6;6;3;2;;;;;;;;;;1;1;;;3;;;;;1;2;2;2;1;1;1;4;2;2;2;1;5;2;2;2;2;1;2;2;3
Medarbetare;4;4;4;4;4;4;3;5;5;5;4;4;4;3;5;4;4;4;3;4;4;4;4;4;4;4;4;5;2;1;;;;;;;;;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;5;5;5;5;5;5;;;;;;;1;1;1;1;4;4;4;4;5;5;5;5;5;6;6;1;2;;;;;;;;;;2;2;;;;;;;;;;4;4;4;3;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4
Medarbetare;4;4;1;4;5;3;1;2;5;3;4;3;3;1;3;2;1;0;3;2;1;1;1;1;1;3;2;1;2;1;;;;;;;;;1;2;1;4;2;1;1;1;1;2;1;2;2;1;4;5;5;4;5;4;0;;;;;;;1;1;1;1;1;0;3;0;6;6;6;6;6;6;6;2;2;;;;;;;;;;2;3;;;;;;;;;;5;4;1;1;1;2;4;1;5;0;1;2;1;2;3;3;5;4;5
Medarbetare;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;4;4;3;3;4;4;4;2;1;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;;;;;;;6;1;1;2;2;4;4;4;4;4;4;4;4;4;4;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;4;3;3;1;4;4;4;4;4;4;4;4;4;4;4;4;3
Medarbetare;3;3;3;4;5;3;4;4;4;4;4;4;4;4;4;4;3;4;2;3;3;2;2;2;2;4;4;3;2;1;;;;;;;;;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;2;;;;;;;6;1;1;1;3;4;4;4;4;4;4;4;4;4;4;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;3;3;3;1;4;4;4;3;4;3;4;4;4;4;4;3;4
Medarbetare;3;4;4;5;5;4;4;4;4;4;4;4;3;3;3;3;2;4;2;3;3;3;3;3;2;2;3;4;2;1;;;;;;;;;4;3;3;3;3;3;2;2;2;2;3;3;3;3;4;4;4;4;4;4;3;;;;;;;1;1;1;1;3;4;4;4;4;4;5;5;5;5;5;3;2;;;;;;;;;;2;2;;;;;;;;;;4;4;4;3;2;4;3;4;4;2;4;4;4;3;3;4;5;4;5
Medarbetare;1;1;2;2;3;3;3;3;3;4;3;3;3;3;3;3;3;4;1;3;1;3;2;2;2;2;3;3;2;1;;;;;;;;;3;3;3;3;3;3;3;3;3;5;4;4;5;5;5;5;3;3;3;3;3;;;;;;;1;1;1;1;3;3;4;4;5;5;5;5;5;5;5;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;3;3;3;1;3;3;3;3;4;3;3;4;4;4;3;3;3
Medarbetare;1;1;1;2;4;1;1;2;5;4;1;1;1;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;;;;;;;;;3;1;2;3;2;1;1;1;1;1;1;1;1;1;4;3;3;3;2;3;2;;;;;;;1;1;1;1;1;1;1;2;5;5;5;5;5;3;5;1;1;1;2;;;;;;2;2;2;2;;;;;;;;;;3;3;3;2;1;4;2;2;2;2;2;2;2;1;1;1;1;2;4
Medarbetare;3;3;2;3;3;3;2;3;5;4;4;2;2;2;2;4;3;4;4;3;3;3;3;3;3;3;4;5;2;1;;;;;;;;;4;3;2;3;2;2;2;2;2;4;2;2;2;2;4;2;2;2;3;2;2;;;;;;;6;1;1;1;2;2;2;3;4;4;4;4;4;4;4;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;3;2;2;1;4;4;4;3;4;4;4;3;2;2;3;3;3
Medarbetare;4;3;4;4;5;3;3;3;3;4;4;3;3;3;3;3;3;3;1;3;3;3;5;3;5;4;3;4;2;1;;;;;;;;;3;3;3;3;4;3;4;3;3;4;3;4;4;4;4;4;4;4;4;4;4;;;;;;;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;2;3;;;;;;;;;;2;2;;;;;;;;;;4;4;4;2;3;1;3;3;3;3;4;4;3;3;3;3;3;3;3
Medarbetare;3;3;5;4;5;4;4;5;4;4;4;4;4;3;4;3;4;4;2;3;3;3;3;3;3;4;4;4;2;1;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;3;3;3;3;;;;;;;6;1;1;1;3;4;4;4;5;5;4;4;4;4;4;2;2;;;;;;;;;;1;2;;;;;;;;;;3;4;3;3;3;4;4;3;3;3;4;3;3;4;4;4;4;4;4
Medarbetare;3;2;3;3;4;3;5;4;5;5;4;4;5;4;5;5;4;5;4;2;2;2;2;4;2;5;5;5;2;1;;;;;;;;;3;5;3;5;4;4;4;4;4;4;5;5;5;5;5;5;4;3;4;1;1;;;;;;;6;1;1;1;4;4;4;5;5;5;5;5;5;5;5;1;2;;;;;;;;;;2;2;;;;;;;;;;5;5;3;4;4;1;3;5;2;3;5;4;5;5;5;5;5;5;5
Medarbetare;3;3;3;3;5;4;5;5;5;5;3;3;4;2;3;4;4;3;2;3;2;2;2;2;3;3;3;3;2;1;;;;;;;;;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;;;;;;;1;1;1;1;4;4;4;5;4;4;4;4;4;4;4;3;3;;;;;;;;;;2;2;;;;;;;;;;4;4;3;3;3;4;4;4;4;3;4;3;4;5;5;5;5;4;5
Medarbetare;3;5;5;4;5;4;5;5;5;5;5;5;4;5;5;5;1;5;1;3;3;4;1;5;2;2;5;4;2;1;;;;;;;;;5;5;3;5;3;4;4;2;4;4;5;5;4;4;5;5;4;3;5;4;2;;;;;;;6;1;1;1;1;2;2;1;5;5;5;5;5;5;5;2;2;;;;;;;;;;2;2;;;;;;;;;;5;5;3;1;3;2;4;4;4;1;5;4;5;3;4;5;5;3;5
Medarbetare;3;3;3;3;4;3;4;5;5;5;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;2;1;;;;;;;;;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;;;;;;;6;1;1;1;3;4;4;4;4;4;4;4;4;4;4;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;2;3;3;1;4;4;4;4;4;3;3;4;4;4;4;4;4
Medarbetare;4;2;1;4;4;4;2;4;5;5;4;4;3;5;4;5;4;5;4;5;4;4;5;4;4;5;5;5;2;1;;;;;;;;;4;5;4;0;4;3;3;4;4;5;4;4;0;4;5;5;5;5;4;2;2;;;;;;;6;1;1;1;2;0;5;4;5;5;5;5;5;5;5;1;2;;;;;;;;;;3;2;;;;;;;;;;5;5;4;3;3;1;5;4;5;4;5;3;3;3;3;3;4;4;5
Medarbetare;4;3;5;4;4;3;3;4;4;4;4;3;3;3;4;3;2;4;1;3;1;1;2;2;2;3;4;2;2;1;;;;;;;;;3;4;3;4;1;2;2;2;2;2;2;2;2;2;4;5;3;4;4;1;1;;;;;;;1;1;1;1;2;2;4;3;4;4;3;4;4;4;4;3;2;;;;;;;;;;2;2;;;;;;;;;;3;5;1;1;1;4;2;2;2;1;4;2;2;2;3;3;3;2;4
Medarbetare;5;5;4;5;5;3;5;5;5;4;5;5;5;0;5;4;4;0;3;2;2;2;2;1;2;1;1;3;1;;3;2;2;4;5;5;5;4;0;0;4;5;4;3;4;4;5;5;3;3;4;5;5;2;1;1;5;1;1;;;;;;;4;1;1;1;1;4;1;3;5;5;5;6;5;6;5;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;1;3;3;4;2;3;2;3;3;1;3;4;5;4;3;2;5
Medarbetare;4;3;4;4;4;3;2;3;4;5;2;3;4;3;4;3;4;0;3;2;2;3;0;4;3;3;4;3;2;1;;;;;;;;;4;4;3;4;2;4;3;3;3;4;3;2;3;4;4;5;3;5;5;4;2;;;;;;;1;1;1;3;4;4;4;4;4;4;4;4;4;4;4;2;2;;;;;;;;;;2;1;;;3;;;;;1;1;4;4;3;3;3;4;3;3;3;3;4;4;3;2;4;4;4;4;4
Medarbetare;3;3;3;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;3;4;4;4;5;5;4;2;1;;;;;;;;;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;4;3;3;;;;;;;6;1;1;1;4;4;4;4;4;4;4;4;4;4;4;2;2;;;;;;;;;;1;1;;;3;;;;;1;1;4;4;3;3;3;4;4;4;3;3;4;3;3;3;3;3;4;3;4
Medarbetare;4;4;4;5;5;2;2;4;5;5;2;2;2;2;4;4;2;4;1;4;4;4;1;5;4;1;3;4;2;1;;;;;;;;;4;4;2;2;3;1;3;2;1;2;2;2;3;2;4;5;3;3;4;3;3;;;;;;;5;1;1;1;2;3;1;3;5;1;3;5;5;5;5;2;2;;;;;;;;;;1;2;;;;;;;;;;4;3;4;3;4;4;1;3;3;2;5;2;3;1;1;3;4;3;5
Medarbetare;3;3;4;2;4;2;2;4;5;4;4;3;3;3;4;4;4;4;4;4;4;2;3;5;5;5;5;0;2;1;;;;;;;;;2;2;4;3;2;2;4;2;1;5;2;2;3;2;4;4;4;4;3;3;2;;;;;;;1;1;1;1;1;3;2;1;5;5;5;5;5;5;5;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;4;4;4;1;4;4;4;4;4;3;4;2;2;4;4;4;4
Medarbetare;4;4;5;4;4;3;3;5;4;5;4;4;4;5;4;5;5;4;2;3;3;3;4;4;5;5;5;4;2;1;;;;;;;;;4;4;4;4;4;4;3;3;4;5;4;4;4;5;5;4;4;4;4;3;2;;;;;;;6;1;1;2;4;4;5;4;5;5;4;4;5;5;5;3;2;;;;;;;;;;1;1;;;;4;;;;1;1;5;4;3;4;4;3;5;5;4;4;5;4;4;4;4;4;4;4;5
Medarbetare;4;3;4;4;4;4;3;3;3;3;4;4;0;0;5;5;5;5;5;4;4;4;5;3;4;4;4;4;2;1;;;;;;;;;4;4;4;0;4;4;4;4;0;5;4;0;4;0;4;4;0;3;3;3;0;;;;;;;1;1;1;1;0;3;3;3;4;4;4;6;6;6;6;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;4;0;0;3;4;4;4;0;4;3;4;3;4;4;4;3;4
Medarbetare;1;1;0;3;4;4;3;4;5;5;3;1;3;2;5;4;3;2;1;1;2;1;3;1;1;5;4;3;2;1;;;;;;;;;2;3;2;3;2;1;2;3;1;2;1;1;2;1;4;5;4;3;3;2;3;;;;;;;1;1;1;1;2;3;3;2;4;2;4;4;5;5;5;3;2;;;;;;;;;;1;1;;;3;;;;;2;1;3;4;1;2;2;3;4;3;2;3;3;2;2;1;2;3;4;3;4
Medarbetare;3;4;2;2;5;2;1;3;2;4;4;2;2;0;2;1;2;2;4;3;2;2;1;3;1;1;1;1;2;1;;;;;;;;;3;2;2;2;2;3;2;3;2;2;2;1;2;3;4;4;2;2;3;2;1;;;;;;;6;1;1;1;1;1;3;2;5;1;2;6;2;5;5;3;3;;;;;;;;;;2;2;;;;;;;;;;4;2;3;1;1;4;2;1;1;1;3;2;1;2;2;2;3;2;1
Medarbetare;4;2;4;5;5;4;4;5;5;5;5;5;4;4;5;5;4;4;1;4;3;4;3;3;3;4;4;4;2;1;;;;;;;;;4;5;4;5;4;4;4;4;4;4;4;4;5;4;5;4;4;4;4;4;4;;;;;;;4;1;1;1;4;5;4;5;5;5;5;5;5;5;5;2;2;;;;;;;;;;3;2;;;;;;;;;;4;5;3;5;5;1;3;4;4;5;5;5;5;5;4;4;5;4;5
Medarbetare;3;1;4;3;5;3;2;4;4;4;4;3;2;3;3;4;3;3;1;4;3;3;2;2;2;4;5;2;2;1;;;;;;;;;3;3;2;3;2;2;2;2;3;3;3;2;2;1;3;4;2;3;5;3;2;;;;;;;6;1;1;1;2;3;3;2;2;3;3;3;3;3;3;1;1;;2;;;;;;2;2;1;1;;;3;;;;;1;2;3;3;3;1;2;1;4;3;3;2;3;2;4;2;3;3;2;2;4
Medarbetare;3;3;4;4;4;4;3;3;4;4;3;3;3;2;3;2;3;3;3;4;4;3;2;2;3;3;3;4;2;1;;;;;;;;;3;3;3;3;2;1;2;2;2;2;2;2;2;2;3;4;3;3;3;4;3;;;;;;;6;1;2;2;;;;;3;3;3;3;3;3;3;2;2;;;;;;;;;;2;2;;;;;;;;;;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;4;3;4
Medarbetare;1;1;5;3;4;4;2;4;4;4;5;4;3;3;5;4;1;3;1;1;1;1;3;1;1;1;1;1;2;1;;;;;;;;;3;3;3;3;3;1;1;1;2;1;1;1;2;1;4;5;5;5;3;1;1;;;;;;;1;1;1;1;2;3;3;4;5;5;5;5;5;6;5;2;2;;;;;;;;;;2;2;;;;;;;;;;5;4;1;1;1;4;1;3;3;1;5;3;4;1;4;3;5;5;5
Medarbetare;4;4;5;5;5;3;2;5;5;5;4;4;4;4;4;4;4;4;1;4;3;2;1;2;3;4;3;4;2;1;;;;;;;;;4;4;4;5;2;2;4;3;2;3;2;2;3;3;4;5;4;4;5;4;3;;;;;;;6;1;1;2;3;3;3;3;5;5;5;5;5;5;5;3;2;;;;;;;;;;1;1;;;3;;;;;1;1;5;5;3;4;4;1;4;4;4;4;5;4;3;2;3;3;4;3;5
Medarbetare;3;3;3;4;5;5;4;5;4;5;5;4;3;5;5;5;3;5;5;2;2;3;5;2;2;3;5;4;2;1;;;;;;;;;3;3;4;3;3;3;4;2;3;3;3;4;3;3;5;4;5;3;3;3;4;;;;;;;4;1;1;2;4;4;4;4;4;4;5;4;5;5;5;2;2;;;;;;;;;;2;2;;;;;;;;;;5;5;3;4;4;1;4;4;4;4;5;4;4;3;4;3;4;4;5
Medarbetare;5;5;4;4;5;5;4;4;4;4;4;4;5;4;4;5;4;4;5;4;4;5;3;4;4;4;4;5;1;;3;5;4;5;5;4;4;5;5;5;5;5;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;3;;;;;;;4;1;1;1;4;4;4;4;4;4;4;4;4;4;4;2;2;;;;;;;;;;2;2;;;;;;;;;;4;5;4;4;4;1;4;4;4;4;4;4;4;4;5;5;4;4;4
Medarbetare;4;2;5;4;4;4;1;4;4;4;2;2;1;5;3;3;2;3;3;3;2;2;1;1;1;2;3;2;2;1;;;;;;;;;3;3;2;3;1;1;1;1;1;1;1;1;1;1;5;5;2;2;3;2;1;;;;;;;6;1;1;1;1;0;2;2;5;5;6;5;6;5;5;1;1;1;2;;;;;;2;1;1;1;;;3;;;;;2;1;4;4;3;2;2;1;2;3;2;2;4;2;2;1;1;4;4;4;4
Medarbetare;3;3;3;4;4;2;3;3;5;4;4;4;3;3;3;3;3;4;2;2;2;2;3;3;2;3;4;2;2;1;;;;;;;;;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;;;;;;;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;3;3;;;;;;;;;;2;2;;;;;;;;;;4;4;3;4;4;4;3;3;3;4;4;4;3;3;3;4;4;4;4
Medarbetare;4;4;3;5;5;4;1;4;5;5;2;2;1;5;1;3;2;3;1;5;5;4;1;4;3;1;2;4;2;1;;;;;;;;;3;4;3;5;2;1;2;2;1;1;1;1;1;1;5;5;2;1;5;1;1;;;;;;;4;1;1;3;2;4;4;3;1;1;1;1;1;1;6;1;1;1;2;;;;6;;1;2;2;2;;;;;;;;;;5;5;5;2;1;2;4;2;4;1;3;1;1;1;1;1;5;3;5
Medarbetare;3;3;5;4;5;4;4;4;3;5;4;3;5;3;4;4;4;3;4;3;3;4;3;4;4;4;4;3;2;1;;;;;;;;;4;5;3;4;3;3;3;3;3;0;4;4;4;4;4;4;4;4;4;5;3;;;;;;;5;1;1;1;4;4;1;4;6;6;2;6;6;6;6;3;2;;;;;;;;;;1;1;;;3;;;;;2;1;4;4;3;3;3;4;3;3;3;3;5;3;3;3;4;3;3;3;5
Medarbetare;4;1;3;5;5;5;4;4;5;4;3;4;5;5;5;5;5;5;4;1;3;3;1;2;5;5;5;5;2;1;;;;;;;;;4;5;4;3;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;6;1;1;1;5;5;5;5;5;5;5;5;5;5;5;2;2;;;;;;;;;;2;2;;;;;;;;;;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5
Medarbetare;2;2;4;3;4;4;3;4;5;4;4;4;4;4;4;4;4;5;1;3;1;1;1;1;1;1;1;2;2;1;;;;;;;;;3;3;4;4;3;4;4;3;3;4;3;2;3;3;4;5;4;3;3;3;1;;;;;;;6;1;1;1;3;3;3;3;5;5;5;5;5;6;5;2;2;;;;;;;;;;3;2;;;;;;;;;;5;5;2;2;2;4;3;5;4;2;5;3;4;3;5;5;5;5;5
Medarbetare;3;2;3;4;5;3;3;4;4;4;2;2;4;2;4;3;2;5;2;2;2;2;1;1;3;3;1;3;2;1;;;;;;;;;4;4;4;3;3;3;3;3;3;2;2;2;2;2;4;3;4;3;4;2;2;;;;;;;6;1;1;1;3;4;3;3;5;5;5;5;5;5;5;1;2;;;;;;;;;;2;2;;;;;;;;;;5;3;3;3;2;3;3;3;2;2;4;3;2;3;4;4;4;4;4
Medarbetare;3;4;5;5;5;3;3;0;4;5;3;1;2;1;1;4;5;1;2;5;1;1;5;5;2;5;5;1;2;1;;;;;;;;;2;4;0;0;1;1;5;1;1;3;1;1;2;1;1;5;5;0;5;3;1;;;;;;;4;1;1;3;1;0;5;0;5;6;6;6;5;6;6;1;1;;2;;;;;;1;2;1;1;;;3;;;;;1;1;5;5;0;0;0;2;0;5;0;0;5;1;4;3;3;3;5;4;5
Medarbetare;5;5;5;4;4;5;3;4;5;3;3;3;3;0;5;5;3;4;5;4;5;5;5;3;0;5;5;5;2;1;;;;;;;;;4;5;5;3;3;5;4;3;0;5;4;3;4;4;5;5;5;5;5;5;5;;;;;;;1;1;1;2;3;5;5;5;5;5;5;5;5;5;5;2;2;;;;;;;;;;2;2;;;;;;;;;;5;5;5;5;4;1;3;4;4;4;5;4;4;3;3;5;5;5;5
Medarbetare;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;3;4;4;4;4;2;1;;;;;;;;;4;4;4;4;3;3;3;3;3;4;4;4;3;3;4;5;5;5;4;4;4;;;;;;;1;1;1;1;3;3;3;3;5;5;5;5;5;5;5;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;3;4;4
Medarbetare;4;4;4;4;5;3;3;4;4;4;3;3;4;2;4;4;3;0;1;5;4;2;3;3;4;4;5;3;2;1;;;;;;;;;4;4;3;3;3;4;3;3;3;5;4;3;4;4;5;5;5;2;3;2;1;;;;;;;6;1;1;1;2;4;4;3;6;4;4;6;6;6;6;2;2;;;;;;;;;;1;1;;;3;;;;;1;1;5;5;4;3;3;1;4;3;4;3;5;3;3;3;4;4;4;3;5
Medarbetare;3;3;5;3;5;3;4;4;4;5;3;3;5;3;4;3;2;3;4;4;4;3;1;2;2;2;1;3;2;1;;;;;;;;;2;4;4;3;4;4;3;4;4;3;4;4;4;4;4;5;5;4;0;4;0;;;;;;;6;1;1;1;4;5;4;5;5;5;5;5;5;5;5;1;1;;;;;;;7;1;1;2;2;;;;;;;;;;4;4;4;4;4;1;3;4;4;4;4;3;3;4;4;4;5;4;5
Medarbetare;3;2;5;5;5;5;5;4;5;5;5;5;5;4;4;5;5;5;3;4;3;3;2;2;2;3;3;2;2;1;;;;;;;;;4;4;5;4;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;0;;;;;;;1;1;1;1;4;4;4;4;6;5;5;5;5;5;5;3;3;;;;;;;;;;3;3;;;;;;;;;;5;4;4;5;5;1;5;5;4;5;5;5;5;5;5;5;5;5;5
Medarbetare;4;2;3;3;3;4;3;4;4;4;5;5;4;4;4;4;3;0;2;3;3;3;5;4;4;4;5;5;2;1;;;;;;;;;4;4;4;0;2;2;3;3;3;0;3;3;3;2;5;4;4;3;2;4;4;;;;;;;6;1;1;1;0;3;3;4;4;4;4;4;4;4;4;1;2;;;;;;;;;;2;2;;;;;;;;;;5;4;4;3;3;1;4;4;3;4;5;4;4;4;4;4;5;4;4
Medarbetare;4;4;5;4;5;4;2;5;5;5;4;4;0;4;0;5;4;0;1;5;4;4;5;4;5;5;5;5;2;1;;;;;;;;;4;3;3;5;0;0;0;0;0;0;0;2;2;2;5;5;4;4;5;0;0;;;;;;;1;1;1;1;2;2;4;0;6;6;6;6;6;6;6;2;1;;;;;;;7;2;2;1;2;;;;;;;;;;5;5;5;0;0;1;4;4;4;0;5;3;3;2;3;4;4;4;5
Chef;4;3;4;5;5;5;3;4;4;4;5;4;4;4;5;5;5;5;4;4;4;4;5;4;4;4;5;5;1;;3;5;4;4;4;4;4;4;5;5;4;5;4;4;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;5;5;4;4;4;3;1;1;1;4;4;4;4;5;5;5;5;5;5;5;2;2;;;;;;;;;;1;1;;;3;;;;;1;1;4;5;5;5;5;1;4;4;4;4;4;4;4;4;4;4;5;4;4
Chef;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;2;2;4;3;2;2;2;2;5;1;;3;2;4;4;5;4;5;5;5;4;5;5;5;5;5;5;5;0;5;5;5;5;4;5;5;2;4;4;1;4;5;3;4;4;4;4;1;2;1;;;;;5;5;5;5;5;5;5;2;2;;;;;;;;;;1;2;;;;;;;;;;5;5;3;5;5;1;5;5;5;4;5;5;5;5;5;5;5;5;5
Chef;5;5;5;4;5;4;5;5;5;5;3;3;5;4;4;5;5;5;4;2;2;5;2;3;2;4;2;5;1;;3;4;4;3;3;4;4;4;3;4;5;5;5;5;4;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;4;5;5;4;1;1;1;5;5;5;5;5;5;5;5;5;5;5;2;2;;;;;;;;;;2;2;;;;;;;;;;5;5;4;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5
Chef;5;5;4;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;5;3;4;4;4;4;5;5;5;5;1;;1;4;4;3;3;3;3;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;4;5;4;5;4;4;4;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;2;2;;;;;;;;;;1;2;;;;;;;;;;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5
Chef;5;5;5;5;5;4;5;5;5;5;3;5;5;0;5;5;5;0;5;4;4;4;5;3;5;5;5;5;1;;3;5;0;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;3;3;5;5;5;5;5;5;1;2;;;;;;;5;5;5;5;5;5;5;2;2;;;;;;;;;;2;2;;;;;;;;;;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;4;5
Chef;4;4;4;3;5;4;4;4;4;4;4;4;4;4;4;4;3;4;5;1;1;2;4;2;2;2;2;5;1;;1;4;0;4;4;4;4;3;3;0;4;4;3;3;3;3;3;3;3;3;3;3;5;3;3;4;5;4;0;5;5;2;3;4;3;6;1;2;1;;;;;4;4;4;4;4;4;4;2;2;;;;;;;;;;2;2;;;;;;;;;;4;3;1;5;5;1;3;4;2;5;5;5;4;3;3;3;5;5;5
Chef;4;3;4;4;4;4;4;4;4;4;4;4;4;0;4;4;4;4;4;3;4;4;5;3;4;4;4;4;1;;3;4;4;4;4;4;4;4;4;3;3;4;4;3;3;3;3;4;3;3;3;3;5;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;3;2;0;2;4;4;6;4;6;4;4;2;2;;;;;;;;;;2;2;;;;;;;;;;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;5;4;4
Medarbetare;4;3;4;3;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;1;;3;3;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;;;;;;;4;2;;;;;;;5;5;5;5;5;5;5;2;2;;;;;;;;;;2;2;;;;;;;;;;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;4;5
Chef;4;4;2;3;3;3;3;3;3;3;3;2;4;3;2;3;3;3;4;3;3;4;3;3;4;4;4;4;1;;3;3;3;4;4;4;1;4;2;0;2;3;3;4;4;3;4;3;4;3;4;4;4;4;2;3;4;4;0;2;2;4;3;3;3;6;2;;;;;;;3;2;3;6;6;3;3;1;1;;2;;;;;;1;1;1;2;;;;;;;;;;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2
Chef;4;4;4;5;5;5;5;4;3;3;4;4;5;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;;3;3;2;5;5;4;0;3;3;4;5;5;5;4;5;5;5;5;5;5;5;5;4;4;5;5;5;5;0;5;4;5;4;3;4;6;1;1;1;4;4;4;4;3;3;4;6;3;6;5;3;2;;;;;;;;;;2;2;;;;;;;;;;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
