;;;;;;;;;;;;;t4;t2;;;t6;;;;;;;;;;;;;k2;k1;;;k4;k3;i2;;i1;;;;;;;;;;;;;;;;;;;;;;;;;;;;l4;;;;l3;;;;l2;;;;;;lb1;lb2;lb3;lb4;lb5;lb6;lb7;;;;;;;;;;;;;;v1;;;;;;;t11;t12;y2;t8;t7;t9;t10;
2021-09-23 11:55;2;3;4;5;4;4;4;4;4;4;3;4;2;3;4;4;3;3;4;4;3;5;5;4;3;4;3;3;4;4;3;3;4;4;3;3;4;4;4;5;5;4;4;4;1;4;4;4;2;;;;;;;3;;;;;;4;4;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;4;4;4;1
2021-09-15 12:14;1;4;5;5;5;5;5;5;5;4;5;5;4;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5;5;5;5;4;1;5;5;5;3;;;;;;;1;3;5;4;3;4;5;5;5;5;5;5;5;4;5;5;6;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;1;1;;;;;2;2;2;;;;;;;4;5;4;5;5;5;4;2
2021-10-04 10:24;2;4;4;3;4;3;3;3;2;2;3;3;1;2;3;3;2;3;3;3;5;5;5;4;4;5;5;5;5;3;3;5;2;3;2;3;3;3;4;4;4;4;4;4;1;4;4;4;1;3;3;3;4;3;4;1;4;4;4;4;4;3;3;6;6;6;6;6;6;6;6;6;6;6;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;3;3;3;3;3;3;3;1
2021-09-15 13:31;1;4;5;4;4;5;5;5;4;3;3;5;4;4;5;5;3;3;5;5;4;4;5;5;5;4;5;5;5;5;4;4;5;5;3;3;5;4;4;5;5;5;5;5;1;5;5;5;1;5;5;4;5;4;5;1;4;4;4;2;4;5;5;5;5;5;5;5;3;4;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;2;1;2;2;2;;;;;;;2;2;;;;;;;5;4;6;4;4;4;5;4
2021-09-15 12:59;1;4;5;4;4;3;5;5;4;3;4;5;3;4;4;5;4;3;5;5;4;4;4;4;4;4;5;4;4;4;4;4;4;2;3;3;4;4;3;4;5;4;4;4;1;5;4;4;1;2;2;2;2;2;2;1;5;4;4;2;5;5;5;2;4;3;3;2;3;3;5;6;1;3;5;4;4;4;4;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;4;3;4;4;2;4;4;2
2021-10-13 15:21;1;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;5;4;1;4;4;4;1;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;4;4;4;4;4;4;4;1;1;1;1;2;2;;;;;;;2;2;;;;;;;4;4;4;4;4;4;4;4
2021-09-24 07:59;2;6;3;4;3;3;4;4;4;3;4;5;3;3;3;4;4;4;5;3;3;4;5;3;3;4;4;5;5;4;4;4;4;4;4;3;3;4;4;4;5;5;4;4;1;4;3;5;1;4;3;3;3;3;4;1;5;4;3;3;3;5;5;3;4;3;4;3;3;3;5;4;3;3;4;4;3;2;3;5;5;5;5;5;5;5;1;3;1;3;1;2;;;;;;;2;2;;;;;;;4;4;6;4;4;4;4;4
2021-10-08 09:09;1;4;5;4;4;2;3;4;3;2;4;5;5;5;5;4;5;4;4;4;4;4;3;4;4;5;5;5;5;4;4;4;4;3;3;3;3;4;3;3;4;4;4;4;1;4;3;3;1;3;3;3;3;3;4;2;4;3;3;2;3;4;4;6;6;6;6;6;6;6;6;6;6;6;;;;;;4;4;4;4;4;4;4;1;3;1;3;2;2;;;;;;;2;2;;;;;;;3;3;6;4;3;3;3;4
2021-09-15 14:45;1;4;4;3;4;4;5;5;5;3;3;3;4;4;5;4;4;4;3;4;5;5;5;5;5;4;4;4;5;4;3;3;3;3;5;4;4;5;4;4;4;5;5;4;1;5;5;3;1;3;3;4;4;3;4;1;4;4;3;3;3;5;5;6;6;6;6;6;6;6;6;6;6;6;;;;;;5;5;5;5;5;5;5;1;1;1;3;1;2;;;;;;;2;2;;;;;;;3;3;3;4;4;4;3;4
2021-09-23 15:30;1;5;4;4;4;4;4;4;4;3;4;5;4;3;4;4;4;4;5;5;4;4;4;3;3;3;3;4;4;4;4;4;4;4;6;4;4;4;4;3;4;4;5;5;1;5;4;4;1;4;4;3;4;4;4;1;4;4;4;3;3;5;5;3;4;3;4;3;3;3;4;4;3;4;;;;;;5;5;5;5;5;5;5;1;3;3;3;2;2;;;;;;;2;2;;;;;;;5;4;5;4;4;4;4;4
2021-09-23 07:05;1;4;4;5;4;4;4;4;5;4;4;4;3;4;4;5;4;3;5;5;5;5;5;5;5;5;5;3;3;5;4;3;5;4;5;5;5;5;4;5;5;4;5;5;1;5;5;5;1;4;4;4;4;4;3;1;5;5;4;4;3;5;5;3;4;3;3;3;2;1;4;2;1;2;5;5;4;4;5;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;4;4;3;4;4;4;4;2
2021-09-15 12:38;1;2;4;4;3;5;5;5;4;2;4;4;4;5;5;2;5;3;5;5;5;5;5;5;5;2;2;2;3;4;2;4;3;3;5;5;3;5;5;5;5;5;5;5;1;5;4;4;3;;;;;;;1;5;5;5;4;5;3;4;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;6;5;6;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;6;4;4;5;4;2
2021-09-16 11:26;1;6;4;4;4;5;5;5;4;4;4;4;4;4;5;5;4;4;4;5;3;3;4;3;3;5;5;5;4;4;3;4;4;4;3;4;4;4;3;6;6;3;3;3;2;3;4;4;1;4;4;4;6;6;4;3;;;;;;6;5;4;4;4;4;4;6;4;4;4;4;5;;;;;;5;5;5;5;5;5;5;3;3;3;3;3;2;;;;;;;2;2;;;;;;;6;6;3;4;4;6;4;1
2021-10-07 08:09;1;4;5;4;5;4;4;5;5;3;5;5;3;4;5;4;3;4;4;4;5;5;5;5;5;4;4;2;5;3;2;3;4;4;2;2;3;3;2;3;6;6;5;4;1;5;4;4;1;6;6;2;4;6;3;1;3;3;4;3;4;3;3;6;6;6;6;6;6;6;6;6;6;6;;;;;;5;5;5;5;5;5;5;3;3;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;4;5;5;4;1
2021-10-12 09:49;2;6;5;4;3;3;3;3;4;3;4;4;2;3;3;4;3;3;3;2;4;4;4;3;4;3;3;3;3;3;3;4;4;4;3;3;3;4;2;3;4;4;3;3;1;3;3;3;1;3;3;3;2;3;3;1;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;;;;;;4;4;4;4;4;4;4;1;1;1;1;2;2;;;;;;;2;2;;;;;;;3;3;2;3;3;3;4;4
2021-09-26 15:33;1;6;4;2;2;4;4;4;4;3;4;4;4;4;4;4;3;2;3;4;3;3;3;1;3;3;2;3;4;3;4;4;4;3;3;2;3;4;2;4;4;3;4;3;1;2;3;3;1;3;3;3;4;3;3;1;4;4;4;4;4;3;4;3;4;4;4;3;4;3;5;5;5;4;;;;;;2;2;2;6;2;6;6;2;1;1;2;2;2;;;;;;;2;2;;;;;;;3;4;4;3;3;3;3;2
2021-09-15 12:01;2;6;5;5;5;5;5;5;5;4;4;5;3;4;4;4;5;5;5;5;5;5;5;5;5;3;4;4;4;4;4;4;4;4;4;3;3;4;4;4;5;5;5;4;1;5;4;4;1;2;3;2;2;2;2;1;3;3;3;2;3;4;5;3;4;4;4;4;4;4;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;4;4;6;4;4;5;4;5
2021-09-30 12:58;1;5;5;3;4;4;4;4;3;2;4;4;2;3;4;5;2;2;4;4;3;4;4;2;3;4;5;3;3;4;3;5;3;5;3;3;3;5;4;4;5;4;5;5;1;5;3;4;1;4;3;3;5;3;4;1;5;5;5;4;5;5;5;4;4;5;3;4;4;3;4;3;4;4;;;;;;4;4;4;6;6;4;6;1;1;1;1;2;2;;;;;;;2;2;;;;;;;4;5;5;5;4;4;4;4
2021-09-16 07:30;1;3;5;5;5;4;4;4;5;4;5;5;4;5;5;5;5;4;4;2;5;5;5;6;4;4;5;5;5;5;3;4;5;5;5;5;5;5;4;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;1;3;3;6;4;3;5;5;3;4;4;5;4;3;3;4;4;4;5;4;6;5;4;5;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-09-16 13:53;1;4;5;5;5;5;5;5;4;3;3;4;4;3;4;4;3;3;4;5;5;5;5;5;5;4;5;4;4;5;4;4;4;5;5;4;3;4;4;4;5;5;5;5;1;5;4;5;1;4;3;4;4;4;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;4;5;3;4;4;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;4;2
2021-09-15 13:24;1;5;5;4;5;5;5;5;4;4;4;5;4;4;4;4;3;3;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;5;5;5;4;1;5;5;5;1;4;4;4;5;4;5;1;5;5;5;5;5;4;4;5;5;5;5;5;4;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;4;4;5;4;2
2021-09-16 11:19;1;5;5;4;5;5;5;5;5;5;5;5;4;5;4;5;4;4;5;5;5;5;5;4;4;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;4;4;4;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;6;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-09-22 11:34;2;6;4;3;3;5;4;5;5;4;5;5;3;3;4;3;2;2;5;4;4;4;4;4;4;3;3;3;3;4;3;5;3;3;5;5;4;5;3;3;5;5;5;5;1;3;4;4;1;4;3;3;4;5;5;1;5;5;5;3;5;5;5;4;5;5;5;5;4;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;1;2;2;;;;;;;2;2;;;;;;;3;3;5;4;4;3;4;4
2021-09-15 18:31;1;3;5;4;5;5;5;5;5;3;3;4;2;5;4;5;4;4;4;4;5;5;5;4;5;4;4;3;3;4;3;4;5;5;4;4;3;5;4;4;5;4;3;4;1;4;4;4;1;2;2;2;1;1;1;1;5;4;4;1;4;5;5;5;5;5;5;4;4;3;4;5;4;5;5;5;5;4;4;5;5;5;5;5;6;5;1;1;2;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;5
2021-10-04 09:44;1;6;5;4;5;5;5;5;4;4;4;5;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;4;4;5;5;5;4;5;5;4;4;5;5;5;5;5;5;5;1;5;4;4;1;5;4;4;5;5;5;1;5;5;5;5;5;5;5;4;5;5;5;4;4;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;1;2;;;;;;;2;2;;;;;;;5;5;5;4;5;5;4;2
2021-10-07 13:14;1;2;4;3;3;4;5;5;4;4;5;4;4;3;4;2;3;3;4;3;5;5;5;4;5;4;4;5;5;4;5;5;5;5;5;4;5;5;5;5;5;5;4;4;1;5;5;5;2;;;;;;;3;;;;;;6;6;5;5;5;5;4;4;5;5;5;4;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;3;4;5;5;4;2
2021-10-12 13:11;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;3;;;;;;5;5;5;5;5;5;5;5;5;5;6;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;1;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;2
2021-10-15 15:36;1;5;5;5;5;2;4;4;5;5;5;5;5;5;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;2;5;5;5;5;5;1;5;5;5;2;;;;;;;3;;;;;;5;5;2;3;3;3;3;3;3;3;4;3;3;;;;;;5;5;5;5;5;5;5;1;1;1;1;1;1;;2;;;;2;2;2;;;;;;;5;5;3;5;5;5;5;1
2021-10-05 07:59;1;6;5;5;5;5;5;5;5;4;5;5;4;5;5;5;4;4;5;5;5;5;5;4;5;4;5;4;5;5;4;4;5;5;4;3;4;4;4;5;5;4;4;4;1;5;5;4;3;;;;;;;4;;;;;;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;1;1;1;1;1;2;;;;;;;1;2;;;;;;;5;5;6;5;5;5;5;1
2021-10-05 13:54;1;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;1;4;5;4;1;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;2
2021-09-18 13:50;1;4;4;3;2;3;3;2;4;3;4;4;4;2;1;5;4;4;5;3;4;4;3;3;4;4;4;4;4;5;2;5;4;6;6;4;4;4;1;2;4;4;4;3;1;4;2;2;4;;;;;;;1;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;2;;;;;;4;4;4;4;4;4;4;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;5;3;4;4;4;4
2021-09-18 16:08;1;2;5;3;3;1;1;3;3;3;5;5;5;3;3;4;3;3;5;4;2;2;3;2;3;3;4;4;4;5;5;4;5;4;5;5;5;5;2;2;5;5;5;5;1;5;5;5;2;;;;;;;2;3;3;3;1;1;3;3;2;2;2;2;5;2;4;4;5;2;1;;;;;;5;5;3;5;5;5;5;2;3;1;3;1;1;;2;;;;1;2;2;;;;;;;2;2;5;5;5;1;3;3
2021-10-12 13:59;1;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;3;3;5;5;5;5;1;5;4;4;1;5;5;5;5;5;5;1;4;5;5;1;4;5;5;4;5;5;5;4;4;3;3;5;5;5;;;;;;5;5;5;5;5;5;5;1;2;1;2;2;2;;;;;;;2;2;;;;;;;5;5;5;5;4;4;5;4
2021-10-06 12:46;1;5;5;5;5;5;5;5;5;4;5;5;5;5;5;6;5;4;5;5;4;4;4;3;4;4;5;5;5;4;4;5;5;4;4;3;5;5;5;5;5;3;4;5;1;3;4;4;1;5;4;4;5;5;5;1;5;5;5;5;5;6;3;4;5;4;4;5;4;4;4;4;4;4;;;;;;5;5;5;5;5;5;5;1;3;1;3;3;2;;;;;;;2;2;;;;;;;4;4;5;5;5;5;5;2
2021-10-15 15:53;1;4;5;5;5;5;5;5;4;4;5;5;4;5;5;4;5;4;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;6;5;4;6;1;5;5;5;1;5;6;5;5;5;5;1;5;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;1;1;;;;;5;2;2;2;;;;;;;5;5;5;5;5;5;5;2
2021-09-22 14:05;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;5;5;5;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;2;;;;;;;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;4;4;4;4;4;4;4;1;3;1;1;1;2;;;;;;;2;2;;;;;;;4;4;4;4;4;4;4;4
2021-09-15 21:32;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;5;5;5;5;5;5;5;5;5;5;5;3;3;5;5;5;5;5;5;3;5;1;5;3;3;1;5;5;5;5;5;5;1;5;5;5;1;6;5;5;5;4;5;3;6;6;3;5;5;5;3;;;;;;5;5;5;5;5;5;5;1;1;1;2;1;1;;2;;;;2;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-09-30 14:57;1;2;5;4;5;3;3;3;4;5;4;4;4;4;4;4;2;3;4;4;4;4;5;4;4;4;3;4;3;3;3;3;3;4;4;4;4;4;5;5;6;4;6;6;1;4;5;5;1;3;3;4;4;4;4;3;;;;;;2;2;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;3;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;4;4;4;4;4;1
2021-10-07 13:30;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;4;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;1;5;5;5;2;;;;;;;3;;;;;;4;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;2;3;1;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;1
2021-09-20 09:02;1;5;4;1;3;2;3;3;2;2;5;3;3;2;1;5;4;1;4;3;4;5;5;3;4;5;5;4;3;3;2;4;1;3;1;4;4;5;3;4;4;4;4;3;1;4;3;3;2;;;;;;;2;3;4;1;2;3;4;4;2;2;3;2;1;2;2;4;3;2;2;;;;;;4;4;4;4;4;4;4;1;3;1;3;2;2;;;;;;;2;2;;;;;;;3;3;6;3;3;3;2;3
2021-09-16 10:34;2;4;5;5;2;1;4;4;5;5;5;3;3;1;4;5;1;3;3;2;4;4;4;2;4;5;4;1;1;4;4;5;4;3;4;4;4;5;3;2;5;3;1;6;1;5;1;1;2;;;;;;;2;1;3;3;1;3;4;4;3;1;1;1;1;1;1;1;1;1;1;;;;;;2;4;5;6;5;5;5;2;3;1;2;1;1;;2;;;;2;2;2;;;;;;;3;3;4;4;1;3;1;3
2021-09-16 10:54;2;3;3;3;4;3;4;3;3;3;4;4;3;4;3;3;4;3;3;2;4;4;4;4;4;4;4;4;5;4;3;3;4;4;4;4;4;3;3;4;4;4;3;4;1;4;3;3;4;;;;;;;2;3;3;3;3;3;6;3;3;4;3;3;4;3;3;3;4;4;4;;;;;;4;4;4;4;3;4;4;1;3;1;3;1;2;;;;;;;2;2;;;;;;;3;3;4;4;4;3;3;2
2021-10-07 14:37;2;3;5;3;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;3;3;4;3;3;5;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;3;5;1;4;5;5;1;4;4;4;4;5;5;1;5;5;4;4;4;5;5;4;5;5;5;4;4;2;5;2;3;4;6;6;6;6;6;5;5;5;5;5;5;5;2;2;1;3;1;2;;;;;;;2;2;;;;;;;4;4;6;5;5;5;4;3
2021-09-16 11:27;1;6;5;4;4;5;5;5;4;3;5;5;4;3;3;4;5;4;3;3;3;3;4;3;4;4;5;5;5;4;4;4;4;4;4;3;4;4;5;5;5;5;5;5;1;5;4;4;4;;;;;;;5;;;;;;4;4;5;6;6;6;6;6;2;6;6;6;6;;;;;;6;3;3;6;6;6;6;3;3;3;3;1;2;;;;;;;2;2;;;;;;;3;6;6;4;4;3;4;2
2021-09-15 14:28;1;3;5;5;4;3;4;4;5;3;5;5;5;4;3;5;5;5;5;2;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;4;5;5;1;5;5;5;2;3;5;5;3;3;3;3;3;3;3;2;5;5;4;;;;;;5;5;5;5;5;5;5;2;1;1;3;1;2;;;;;;;2;2;;;;;;;4;4;5;5;5;5;5;1
2021-09-22 10:22;1;3;5;3;4;4;5;4;5;4;5;5;4;3;3;4;3;3;4;3;4;5;5;3;4;4;5;5;5;4;3;4;3;5;2;3;3;4;3;4;5;5;4;4;1;5;4;4;1;4;3;4;4;4;5;1;5;5;5;5;5;4;5;4;4;5;4;4;4;3;4;5;4;5;;;;;;4;5;5;5;5;5;5;1;3;1;1;2;2;;;;;;;2;2;;;;;;;4;4;5;4;4;4;4;4
2021-10-04 13:50;1;2;4;4;3;4;4;4;5;4;4;4;4;4;3;4;3;4;4;3;4;4;4;3;4;3;3;4;4;4;4;4;4;4;4;3;4;4;4;5;5;4;5;4;1;5;5;4;2;;;;;;;3;;;;;;3;4;4;5;5;5;4;4;4;4;4;4;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;1;2;;;;;;;2;2;;;;;;;4;3;5;4;4;4;4;2
2021-10-07 16:55;1;3;5;5;4;5;5;5;4;4;4;5;5;5;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;4;4;4;4;5;5;4;4;4;2;6;4;4;1;5;5;5;5;6;5;4;;;;;;4;4;5;5;5;5;5;5;5;5;5;5;5;;;;;;4;4;4;4;4;4;4;1;1;1;1;3;2;;;;;;;2;2;;;;;;;4;4;6;4;4;4;4;1
2021-10-10 06:27;1;3;4;3;2;1;1;1;4;1;5;4;1;1;2;4;1;1;3;1;1;4;2;1;4;4;1;2;1;4;4;4;3;2;1;1;1;4;1;2;4;4;2;4;1;4;4;4;3;;;;;;;3;;;;;;4;4;1;1;1;1;1;1;1;1;6;1;1;;;;;;4;4;4;3;3;3;3;2;2;2;2;1;1;;2;;;;1;2;2;;;;;;;4;1;4;1;2;2;1;2
2021-09-23 12:55;1;3;5;5;4;2;3;3;5;4;5;3;3;3;5;5;3;2;4;2;3;3;4;3;3;3;3;3;2;5;4;5;5;5;4;5;5;5;4;4;5;5;5;5;1;5;3;3;1;4;2;3;5;5;5;1;4;5;5;1;3;5;5;3;2;2;3;2;2;1;1;6;2;2;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;6;4;4;3;4;3
2021-10-18 09:25;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;1;4;4;4;2;;;;;;;3;;;;;;5;5;4;4;4;4;4;4;4;4;4;4;4;;;;;;5;5;5;5;5;5;5;2;2;2;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;1
2021-10-15 08:56;1;6;5;4;5;4;4;4;3;3;4;5;3;3;4;4;4;3;5;3;5;5;5;4;5;4;5;4;5;3;3;4;4;4;4;4;4;5;5;5;5;5;5;5;1;3;5;4;1;5;5;4;5;5;5;2;3;3;3;3;3;3;4;5;5;4;4;4;4;3;3;3;4;5;;;;;;5;3;4;4;4;4;6;3;3;2;2;1;2;;;;;;;2;2;;;;;;;4;3;4;5;4;4;4;3
2021-09-21 17:32;1;2;4;3;4;3;3;3;4;3;4;4;5;2;4;2;2;5;4;4;2;3;3;2;2;3;4;4;4;3;3;3;2;3;3;3;3;3;3;4;4;4;3;4;1;1;4;4;3;;;;;;;4;;;;;;4;4;3;4;3;4;4;4;3;4;4;4;4;;;;;;5;5;4;3;4;4;4;2;2;1;2;1;1;;2;;;;2;2;2;;;;;;;4;5;5;4;5;5;5;2
2021-10-07 11:01;1;2;4;4;4;2;3;3;4;3;4;4;4;3;3;4;4;3;4;3;4;4;5;4;5;4;4;5;5;3;4;4;4;4;3;3;3;5;2;4;5;4;5;5;1;4;2;3;2;;;;;;;2;3;3;6;2;6;3;4;2;2;2;2;3;2;2;2;3;3;2;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;4;5;4;4;4;3
2021-10-06 11:39;1;4;4;5;4;4;4;4;3;4;4;4;4;4;4;5;4;4;4;4;3;3;4;4;3;3;4;4;4;3;4;3;4;4;4;3;4;4;4;4;4;4;4;4;1;5;5;4;1;4;4;4;3;3;4;1;5;4;4;4;4;5;5;4;4;5;4;5;5;4;4;5;5;4;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;4;5;4;5;4;4;4;2
2021-10-02 09:51;1;2;5;3;3;2;3;3;5;4;5;5;5;3;3;5;3;2;5;4;3;3;3;3;3;4;3;3;4;5;4;5;4;4;4;3;3;4;4;5;5;4;4;4;1;5;4;4;2;;;;;;;3;;;;;;5;5;3;2;3;6;3;3;2;3;6;3;3;;;;;;5;4;5;5;5;5;5;2;1;1;2;1;1;;2;;;;1;2;2;;;;;;;3;3;3;4;4;3;3;2
2021-10-06 18:36;1;5;5;4;5;4;4;4;5;4;5;5;4;4;4;5;3;5;5;4;5;5;4;4;4;5;4;5;5;5;4;5;4;5;4;5;5;5;5;4;4;5;5;5;1;4;5;5;4;;;;;;;2;5;5;4;4;4;5;5;5;4;5;5;5;5;4;4;4;5;4;;;;;;5;5;5;5;4;4;4;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;4;5;5;5;2
2021-09-16 14:02;1;3;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;3;5;5;4;4;4;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;2;;;;;;;1;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;4;5;5;5;5;1;1;1;1;1;1;;2;;;;2;2;2;;;;;;;5;5;5;5;5;5;5;3
2021-09-30 08:51;1;4;4;3;4;3;3;4;5;3;5;5;4;4;3;4;5;3;5;5;2;2;2;2;2;5;5;5;4;4;3;5;4;3;5;5;5;5;3;3;5;5;5;5;1;5;4;3;1;2;3;3;2;3;3;1;5;4;3;3;3;5;5;3;2;2;3;3;2;1;2;2;2;2;;;;;;3;2;3;3;3;2;3;2;2;1;2;1;1;;;;;5;1;2;2;;;;;;;3;4;6;4;4;4;4;4
2021-09-16 10:17;1;5;5;5;5;4;5;5;5;5;5;5;5;5;2;5;5;5;5;3;4;5;5;3;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;1;5;5;5;5;5;5;5;4;5;5;3;4;5;6;5;6;5;4;;;;;;5;5;5;5;5;5;5;1;1;1;3;1;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-09-18 10:16;1;5;5;3;4;3;3;4;4;3;3;4;4;3;3;3;3;2;4;4;4;4;4;3;3;4;4;4;3;3;3;3;3;4;3;3;3;4;3;3;4;4;3;3;1;4;3;3;1;3;3;3;3;4;3;2;2;3;3;2;2;3;3;3;2;3;3;3;3;1;2;3;2;2;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;3;3;4;4;3;3;3;4
2021-09-16 10:36;1;3;5;5;4;1;2;2;4;3;5;5;5;3;1;5;4;3;5;3;2;2;5;2;1;4;3;3;5;5;5;5;5;5;3;3;3;4;4;4;6;5;5;5;1;4;4;2;3;;;;;;;4;;;;;;4;5;2;2;2;2;2;2;1;1;6;2;1;;;;;;5;5;5;5;5;5;5;3;3;1;3;2;2;;;;;;;2;2;;;;;;;3;3;1;4;3;3;3;4
