;age;sex;;t3;t1;t8;t2;t13;l1;;;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;t7;;;;y5
2020-09-04 07:39;3;2;6;5;4;4;5;4;3;4;3;4;4;5;4;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;5;5;2
2020-09-07 07:52;4;2;6;4;4;4;4;3;4;4;3;4;4;4;4;3;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-10 00:17;2;2;2;3;3;4;4;4;5;5;4;3;3;4;3;2;3;4;4;;;;;;;;;;;;;;;1;1;1;1;1;1;;2;;;1;2;2;;;;;;4;4;3;5;4
2020-09-04 07:16;2;2;3;4;4;4;3;4;1;3;2;3;4;4;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;3;4;4;4
2020-09-07 09:04;4;2;2;5;5;5;5;5;3;3;3;4;3;4;3;3;3;5;4;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-09 10:18;6;2;6;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;1;5;3
2020-09-07 18:49;3;2;4;5;5;5;5;5;4;5;4;2;4;5;2;4;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;3;5;4
2020-09-02 14:54;3;2;6;4;4;4;5;5;4;4;5;3;4;3;4;5;4;5;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-04 15:32;4;1;2;5;5;5;4;4;5;5;5;6;3;5;3;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;6;5;4
2020-09-07 13:28;3;2;3;3;4;3;3;4;3;4;4;3;3;3;3;3;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-10 07:34;3;2;2;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 07:09;4;2;1;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;3;3;4
2020-09-08 11:30;3;1;3;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 09:13;4;2;6;5;4;4;5;5;4;5;5;5;5;3;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;5;4;1
2020-09-10 08:18;5;2;1;4;5;5;4;5;4;5;4;6;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;3;4;3
2020-09-04 12:52;2;2;2;4;4;3;2;4;3;1;2;2;2;3;2;3;2;4;2;1;;3;4;5;;7;;;;;;;;1;3;3;3;1;1;1;;;;2;2;1;;;3;;2;4;5;6;4;4
2020-09-04 12:23;4;2;4;4;4;4;2;5;5;5;3;2;3;4;3;4;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;5;1
2020-09-04 08:41;3;2;3;4;5;4;4;4;4;4;4;2;4;4;4;3;3;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;3;5;4
2020-09-04 14:04;5;1;6;4;4;4;4;4;3;4;3;3;4;4;3;3;3;5;5;;;;;;;;;;;;;;;3;3;1;3;1;2;;;;;;2;2;;;;;;4;4;5;4;1
2020-09-07 09:05;4;2;6;5;5;5;5;5;5;5;5;4;4;3;4;5;6;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 21:24;2;2;1;5;5;5;2;4;5;5;4;5;4;5;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-09 17:04;3;2;5;5;5;5;5;4;4;5;5;4;3;3;3;5;4;5;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 15:57;2;1;3;5;5;5;5;5;2;5;5;5;2;5;2;5;5;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 07:38;4;2;4;5;5;5;4;5;4;5;5;4;4;3;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;3;4;4
2020-09-09 07:20;2;2;3;5;3;4;2;2;1;2;1;2;2;4;2;2;3;2;2;1;2;3;4;5;6;;;;;;;;;2;2;2;2;1;1;1;2;3;;1;3;3;;;;;;3;2;3;3;4
2020-09-03 16:03;3;1;3;5;5;5;5;5;5;5;5;5;3;5;3;5;5;4;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;4;5;6;5;4
2020-09-03 15:33;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 08:46;3;1;2;5;2;4;2;3;4;4;3;4;3;4;4;4;3;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;3;6;6;4
2020-09-04 16:51;2;2;2;5;5;4;5;5;3;5;5;4;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;4;4;1
2020-09-04 14:03;4;1;6;4;5;5;5;5;5;5;5;4;4;4;3;3;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 11:00;3;2;6;5;4;4;3;4;2;2;1;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;6;1
2020-09-04 07:31;1;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;6;1;1;2;3;4;5;6;7;;;;;;;;2;2;3;2;1;1;1;;;;2;2;2;;;;;;2;1;1;6;2
2020-09-09 09:05;2;2;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 08:24;4;1;3;3;3;3;2;4;2;2;1;6;1;4;1;2;1;4;4;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;2;2;6;3;4
2020-09-09 16:05;4;1;6;3;5;3;3;2;2;3;3;3;5;3;3;5;5;5;3;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;2;2;;;;;;3;4;5;4;1
2020-09-04 07:48;1;2;3;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;3;4;4
2020-09-06 15:38;2;2;3;4;4;3;4;5;4;4;3;3;3;4;4;4;4;3;4;;;;;;;;;;;;;;;2;2;1;3;2;2;;;;;;2;2;;;;;;4;3;2;5;4
2020-09-04 07:43;5;2;6;5;5;5;5;5;4;4;5;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 07:04;4;2;6;4;5;5;4;4;4;5;5;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;5;5;1
2020-09-09 16:24;3;2;5;4;4;4;4;4;4;4;3;4;3;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;2
2020-09-04 11:38;2;2;2;4;4;4;3;2;3;4;1;4;4;3;3;3;4;3;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;4;4;1
2020-09-07 13:31;3;2;5;5;4;4;5;5;5;4;4;5;5;3;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;4;1
2020-09-09 09:07;3;2;4;4;4;3;2;4;4;5;5;1;2;3;1;2;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;3;4;2;1;4
2020-09-04 14:43;4;1;6;4;4;3;1;4;3;5;3;1;3;1;1;2;2;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;3;4;5;4;1
2020-09-03 15:35;4;2;2;5;4;4;5;4;5;5;5;4;3;2;3;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;3;2;;;;;;2;2;;;;;;4;4;4;4;2
2020-09-04 13:46;2;2;2;5;2;3;3;5;2;2;2;4;2;3;2;1;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;3;3;3;3;4
2020-09-04 06:37;5;2;5;5;5;4;3;3;5;5;4;3;3;3;4;3;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-04 08:49;4;1;4;5;5;5;3;5;1;3;2;3;3;4;1;3;3;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;6;4;4
2020-09-07 08:28;3;2;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-08 15:26;1;1;2;5;4;4;5;4;3;3;3;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;2;1;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-10 07:09;4;2;3;4;4;4;3;2;3;4;3;3;2;3;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;6;4;4
2020-09-03 14:44;2;2;5;4;4;3;2;1;1;1;1;1;1;2;1;1;2;4;4;;;;;;;;;;;;;;;3;2;2;2;3;3;;;;;;2;2;;;;;;2;1;4;4;4
2020-09-09 08:20;5;1;6;5;5;4;3;5;5;5;4;3;3;3;3;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-08 15:38;2;2;4;4;2;2;3;5;3;5;4;1;3;4;1;1;1;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;2;4;4;2
2020-09-04 13:30;2;1;1;2;4;2;3;3;1;3;2;6;4;4;3;3;3;4;3;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;3;5;2;5;4
2020-09-10 07:02;5;2;6;4;5;5;3;5;5;5;5;4;4;4;4;4;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-11 08:29;2;2;2;5;5;5;4;5;4;4;4;4;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-11 09:35;3;1;5;5;5;5;5;5;4;5;5;5;6;6;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-14 11:08;2;2;3;5;5;5;4;5;4;5;5;4;4;3;3;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;4
2020-09-16 17:01;4;1;2;5;5;5;5;4;3;5;5;3;3;5;3;3;3;2;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;2;2;2
2020-09-14 08:17;2;1;2;3;3;3;4;4;1;1;1;2;2;4;2;2;2;4;4;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;2;2;;;;;;4;4;2;4;2
2020-09-10 14:55;5;1;5;5;5;5;5;5;2;5;5;4;5;4;2;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-15 16:20;5;1;6;4;4;4;3;4;4;4;4;3;3;3;2;3;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;5;5;5;1
2020-09-17 10:58;1;2;2;2;4;3;2;3;1;4;5;2;3;2;3;3;2;2;2;;;;4;5;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;2;2;2;4
2020-09-11 13:28;4;1;1;5;5;5;4;5;5;5;5;4;4;4;4;5;6;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-11 07:47;4;2;4;4;4;4;4;3;3;3;2;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;4;1
2020-09-19 15:13;5;2;4;4;4;4;3;3;3;4;4;2;2;3;2;3;3;2;2;;;;4;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;3;3;6;3;3
2020-09-14 06:16;5;2;6;5;5;5;5;4;5;5;5;4;5;4;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;6;5;4
2020-09-16 17:49;4;2;6;5;5;4;5;4;4;4;5;4;4;3;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;4;4
2020-09-15 16:12;3;1;3;5;4;5;4;4;4;4;4;4;4;5;4;4;5;4;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-11 08:12;4;2;6;5;5;5;4;4;6;6;6;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-15 08:01;3;1;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-16 22:08;2;2;4;3;3;5;2;3;6;2;6;2;1;5;1;3;1;1;3;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;6;6;6;4
2020-09-15 08:32;1;2;2;3;3;3;4;3;2;4;4;2;2;4;2;3;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;5;1;4;2
2020-09-17 12:13;5;1;3;5;5;5;3;5;4;5;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;6;5;4
2020-09-10 11:37;2;1;3;5;5;5;4;5;4;4;4;5;5;4;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;3;4;1
2020-09-11 15:16;2;2;4;5;5;5;5;4;5;5;5;5;4;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;3;4;1
2020-09-15 12:52;5;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-17 14:43;3;2;2;4;4;5;5;4;3;3;3;4;5;5;5;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;3;4;4
2020-09-15 13:48;4;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-17 13:10;6;2;6;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;1;5;3
2020-09-11 16:49;1;2;2;3;4;4;4;4;4;5;4;3;3;3;3;3;2;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;3;4;4;4;4
2020-09-10 14:31;4;1;4;4;4;4;3;5;4;5;5;3;2;5;2;3;2;4;4;;;;;;;;;;;;;;;2;2;2;2;1;2;;;;;;2;2;;;;;;3;3;6;3;4
2020-09-16 11:06;1;2;2;4;4;5;3;4;5;4;2;3;4;3;3;2;5;5;2;1;2;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;3;2;2;4
2020-09-18 14:16;4;1;4;4;5;4;4;4;3;4;4;4;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;4;1
2020-09-15 06:22;2;2;5;5;5;5;5;5;1;1;1;2;5;5;2;2;3;5;5;;;;;;;;;;;;;;;2;2;1;2;3;1;1;;;;2;2;2;;;;;;5;5;5;5;1
2020-09-16 07:19;5;2;5;4;4;3;2;4;3;3;2;3;3;3;2;4;2;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;3;3;3;3
2020-09-11 17:26;4;1;3;4;4;4;3;4;4;4;4;3;4;3;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-09-11 14:22;5;2;4;5;4;5;5;5;4;3;3;4;4;5;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;4;5;3
2020-09-15 09:37;3;2;2;5;2;3;4;2;4;4;3;4;4;5;4;4;4;3;3;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;2;2;;;;;;3;4;4;4;1
2020-09-11 14:29;3;1;6;3;3;3;6;4;4;4;5;3;6;6;3;3;2;5;3;;;;;;;;;;;;;;;1;3;1;3;2;3;;;;;;2;2;;;;;;3;4;6;4;4
2020-09-14 10:58;2;2;3;5;4;5;4;4;5;5;5;5;4;4;4;4;4;4;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-15 16:57;4;2;3;4;4;4;5;4;3;3;2;3;3;4;3;4;4;5;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;3;4;3;4
2020-09-11 07:21;5;2;6;4;3;3;2;3;4;4;4;3;2;3;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;1;3;2;;;;;;2;2;;;;;;3;4;6;5;3
2020-09-16 07:59;3;2;4;5;5;5;5;5;4;4;4;4;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;4
2020-09-11 14:04;4;2;6;5;5;5;5;4;6;6;6;6;6;6;6;6;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-11 12:15;5;2;6;5;5;5;5;4;6;6;6;5;5;5;6;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;6;5;4
2020-09-16 13:52;4;1;6;4;4;3;3;4;4;4;4;3;4;4;3;4;5;5;3;;;;;;;;;;;;;;;2;2;2;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-10 13:29;2;2;2;5;5;5;5;5;3;5;3;5;5;3;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;6;3;4
2020-09-16 12:53;3;2;6;5;4;5;3;4;2;4;4;2;3;4;1;2;2;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;3;3;5;4
2020-09-10 09:35;3;2;3;4;4;4;4;5;3;4;4;4;4;3;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;5;4;1
2020-09-10 16:06;3;2;3;2;1;2;1;2;1;1;1;4;4;4;4;2;3;1;2;;;;;;6;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;1;2;2;1
2020-09-17 12:26;3;1;2;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-10 17:49;4;2;2;4;4;4;4;4;3;4;3;4;4;4;3;3;4;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;3;4;4
2020-09-10 15:37;5;2;2;5;5;5;5;5;6;6;6;6;5;5;6;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;1;5;2
2020-09-18 09:02;3;2;4;4;4;4;4;5;3;3;3;3;3;3;3;4;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-10 11:16;4;1;6;4;4;3;2;5;1;2;1;3;2;2;2;2;2;3;3;;;;;;;;;;;;;;;1;1;3;3;3;2;;;;;;2;2;;;;;;3;3;3;3;4
2020-09-15 12:00;4;1;5;4;4;4;4;3;3;3;2;4;4;4;3;4;4;3;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;3;4;4;1
2020-09-14 08:34;3;1;2;4;3;3;3;5;1;3;2;2;2;3;2;3;3;5;4;;;;;;;;;;;;;;;1;3;2;3;2;2;;;;;;2;2;;;;;;3;5;6;5;2
2020-09-10 10:28;4;2;2;4;5;4;4;5;4;5;4;5;3;5;4;4;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-14 09:59;2;1;3;4;4;3;3;5;2;2;2;3;6;4;2;4;4;2;1;1;;3;;5;6;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;6;4;4
2020-09-10 15:44;4;2;6;5;5;5;5;5;6;6;6;5;5;6;6;6;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;1;2;;;;;;5;5;5;5;3
2020-09-15 16:18;2;1;2;5;5;5;5;5;5;5;3;5;5;4;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-15 16:29;2;2;3;4;4;3;3;4;1;1;1;3;3;3;4;4;4;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-11 12:37;3;2;3;4;4;4;4;3;4;4;3;2;3;4;2;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;4;6;4;4
2020-09-15 07:37;6;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;1;5;2
2020-09-11 14:34;4;2;2;5;3;3;2;5;3;3;3;3;3;3;3;3;4;3;3;;;;;;;;;;;;;;;2;2;2;2;2;2;;;;;;2;2;;;;;;3;3;4;4;1
2020-09-13 13:50;4;2;6;5;5;4;5;4;4;5;5;4;3;4;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;4;4;4;1
2020-09-10 14:34;4;2;6;5;5;5;5;5;3;4;3;4;3;3;4;4;5;4;5;;;;;;;;;;;;;;;1;2;1;1;2;2;;;;;;2;2;;;;;;5;5;5;3;1
2020-09-16 15:13;3;2;3;4;4;5;3;3;3;3;3;4;4;5;4;4;4;5;5;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-10 19:17;3;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-14 09:33;3;1;1;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;;;;;;;;;;;;;;;1;2;1;2;1;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 15:21;5;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;6;5;3
2020-09-11 18:51;2;2;2;4;5;4;3;5;5;5;5;4;4;3;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;6;5;4
2020-09-14 16:16;1;2;2;5;5;5;4;5;5;5;5;5;5;5;3;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-11 15:26;4;2;2;4;4;3;3;4;2;2;6;2;3;2;1;2;2;5;2;;2;3;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;3;6;3;4
2020-09-18 08:00;3;2;4;5;5;5;4;4;3;3;3;4;2;2;4;5;5;5;2;;;;;;6;;;;;;;;;1;1;1;3;2;3;;;;;;1;1;;;3;;2;5;4;2;4;4
2020-09-11 08:17;4;2;2;5;5;4;4;5;5;5;5;1;4;3;3;4;3;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;5;1
2020-09-17 17:42;3;2;2;1;1;1;6;3;1;1;1;1;1;1;1;1;1;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;3;2;3;2
2020-09-16 10:47;4;2;4;5;4;5;4;3;5;5;5;4;4;4;3;4;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-09-10 08:57;4;2;3;5;5;5;5;4;3;3;3;4;3;4;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-15 18:02;2;2;2;4;4;3;3;5;3;4;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;3;4;3;3;4
2020-09-16 14:10;5;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-15 11:47;4;2;3;4;4;4;4;5;3;3;3;4;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;6;4;1
2020-09-16 12:43;2;2;3;4;4;3;4;3;3;3;3;3;4;3;3;4;3;5;4;;;;;;;;;;;;;;;1;3;1;3;1;2;;;;;;2;2;;;;;;3;3;3;3;4
2020-09-17 18:29;1;2;2;3;3;2;3;3;4;4;3;2;2;3;6;3;3;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;2;3;1;2;2
2020-09-10 14:02;5;1;4;5;5;3;5;5;2;3;2;6;4;1;3;3;5;5;3;;;;;;;;;;;;;;;3;3;1;3;1;2;;;;;;2;2;;;;;;3;2;1;2;3
2020-09-11 10:39;2;2;3;4;3;4;4;3;4;5;5;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;2;4;2
2020-09-11 08:11;3;1;4;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-16 11:38;3;2;1;5;4;4;5;3;3;4;4;4;4;4;4;4;4;4;3;;;;;;;;;;;;;;;1;2;1;3;1;2;;;;;;2;2;;;;;;4;5;6;6;4
