;age;sex;t3;t1;t8;t2;t13;l1;;;t6;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;;;;t7;t10;t9;t11;;;;y5
2022-09-07 08:24;1;1;4;4;3;4;4;3;3;3;4;4;3;4;4;4;4;4;4;;;;;;;;;;;;;;;1;2;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;3;4;4;5;2;4;2
2022-09-07 08:34;2;2;3;5;4;5;5;5;5;5;5;5;4;3;5;5;5;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;5;4;5;5;5;5;4;1
2022-09-07 08:39;4;2;4;3;3;3;4;3;3;2;3;3;3;4;3;2;2;3;3;;;;;;;;;;;;;;;2;2;1;2;1;2;;;;;;;2;2;;;;;;;;2;3;3;2;3;2;5;4;2
2022-09-07 08:50;5;2;5;5;5;4;5;4;4;3;4;2;3;3;3;2;4;5;5;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-09-07 08:46;5;1;4;4;4;4;5;5;5;5;3;3;4;4;4;4;4;4;3;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;6;1
2022-09-07 09:23;2;1;4;4;3;4;4;2;3;2;2;3;2;3;2;3;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;3;4;4;4;4;4;1
2022-09-07 09:27;4;2;4;4;4;5;3;5;5;4;4;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;4;4;4
2022-09-07 10:02;2;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-07 10:10;2;1;4;4;4;4;5;5;5;5;4;5;5;4;5;5;5;4;3;;;;;;;;;;;;;;;1;1;1;3;1;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-07 10:54;4;1;3;4;4;4;4;3;4;4;3;2;3;3;3;3;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;4;4;6;6;4
2022-09-07 11:10;3;2;4;4;3;4;4;4;4;3;3;5;5;4;5;4;3;4;4;;;;;;;;;;;;;;;1;2;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;4;5;5;5;5;3;1
2022-09-07 11:16;5;1;4;2;3;3;2;1;1;1;3;3;2;2;2;3;2;2;4;;;;;;;;;;;;;;;2;2;1;2;1;2;;;;;;;1;2;;;;;;;;1;2;2;1;1;1;6;3;4
2022-09-07 11:36;3;2;4;4;4;3;4;4;4;4;3;3;4;4;3;4;4;4;3;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;4
2022-09-07 11:32;3;1;3;3;2;2;3;1;1;1;3;2;2;4;2;2;2;4;3;;;;;;;;;;;;;;;3;3;3;3;3;3;;;;;;;2;2;;;;;;;;3;2;2;3;3;3;2;3;4
2022-09-07 11:28;4;2;5;1;3;4;5;1;3;1;1;1;1;5;1;1;2;4;1;;;3;;;;7;;;;;;;;2;2;1;2;1;1;1;;;4;1;2;2;2;;;;;;;;4;2;2;1;1;1;5;5;2
2022-09-07 11:48;2;2;2;3;2;2;4;2;2;3;2;2;2;3;1;2;2;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;2;3;4;3;3;3;1
2022-09-07 11:56;2;2;5;3;4;3;4;1;3;2;5;2;4;4;3;4;4;5;2;;2;;;5;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;6;1;1;5;5;2
2022-09-07 11:50;4;1;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-07 11:56;3;2;5;5;5;5;5;5;5;5;6;6;5;6;3;5;5;1;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-07 12:31;4;2;4;5;3;5;5;4;4;3;4;4;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;5;4;1
2022-09-07 12:43;3;2;5;3;3;4;5;2;5;4;4;2;2;3;3;1;2;3;4;;;;;;;;;;;;;;;1;1;1;2;1;2;;;;;;;2;2;;;;;;;;1;4;3;2;3;2;4;4;2
2022-09-07 13:49;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;5;1
2022-09-07 13:52;4;2;5;5;5;5;5;4;5;5;5;5;4;4;4;5;5;5;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;5;1
2022-09-07 14:16;4;2;4;4;4;4;4;3;5;5;2;3;3;3;3;3;4;5;2;1;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;4;4;5;4;5;5;1
2022-09-07 16:54;4;2;3;3;3;3;4;2;2;2;4;3;3;3;1;1;2;4;4;;;;;;;;;;;;;;;1;1;3;1;2;3;;;;;;;2;2;;;;;;;;4;3;3;4;4;4;5;5;4
2022-09-07 15:08;3;1;4;5;4;4;5;2;4;3;5;3;3;2;3;2;3;4;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;4;3;5;5;5;5;5;1
2022-09-07 16:10;2;2;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-07 17:18;4;2;5;5;5;5;3;6;6;6;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;3
2022-09-07 20:42;6;2;5;5;5;5;5;6;5;4;4;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;3;1;2;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;1;5;3
2022-09-07 21:44;4;2;5;5;5;4;4;4;4;4;3;3;2;3;3;3;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;3;3;4;3;6;3;1
2022-09-08 07:00;2;2;5;4;4;3;4;4;4;4;3;6;6;6;6;1;3;3;5;;;;;;;;;;;;;;;2;2;3;3;1;1;1;2;;;1;2;1;3;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 06:59;3;2;4;4;5;5;4;1;1;1;4;3;2;4;2;1;1;3;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;4;4;4;4;1
2022-09-08 07:09;3;2;5;5;5;5;5;5;5;5;3;2;5;5;2;3;5;5;5;;;;;;;;;;;;;;;2;3;1;3;2;2;;;;;;;2;1;;;3;;1;1;;1;5;5;5;5;5;5;5;1
2022-09-08 07:34;3;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;5;5;5;5;5;5;1
2022-09-08 08:03;4;2;5;5;4;4;5;4;4;4;4;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;3;4;4
2022-09-08 08:07;3;1;4;3;2;3;3;2;3;3;2;3;3;3;3;2;2;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;3;3;3;3;3;3;4;4;1
2022-09-08 08:14;3;2;5;5;4;4;5;3;3;2;4;4;4;4;3;4;5;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;4;4;4;5;5;1
2022-09-08 09:01;1;1;5;4;4;4;3;3;4;4;6;4;3;3;3;3;4;5;5;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;5;5;5;5;2;5;2
2022-09-08 09:22;5;2;5;5;5;5;4;5;5;4;5;2;4;3;4;6;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;6;5;3
2022-09-08 09:23;1;2;4;4;4;4;4;4;4;4;4;5;3;4;5;3;2;2;2;;;3;4;5;;;;;;;;;;2;2;1;2;1;1;;2;;;1;2;1;1;;2;;;1;2;;2;3;2;3;4;4;4;3;4
2022-09-08 09:22;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 09:25;2;1;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 09:24;4;2;4;4;3;3;4;2;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;4;4;4;4;1
2022-09-08 09:40;5;2;5;5;5;5;5;5;5;5;5;5;5;5;6;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 09:39;2;1;4;4;4;2;3;4;4;4;4;3;3;4;2;4;3;3;1;1;2;3;;5;;;;;;;;;;2;2;1;2;1;3;;;;;;;1;2;;;;;;;;2;3;3;3;4;4;4;4;1
2022-09-08 09:26;2;2;4;4;4;5;5;5;5;5;4;4;4;4;4;4;4;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;4;4;1
2022-09-08 09:32;4;2;5;5;4;4;4;3;3;2;2;4;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 09:34;4;2;4;5;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;4;1
2022-09-08 09:43;5;2;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;3
2022-09-08 09:39;1;1;5;5;4;4;4;5;5;5;4;4;4;5;5;4;5;5;3;;;;;;;;;;;;;;;1;2;1;1;1;2;;;;;;;2;2;;;;;;;;1;5;4;5;5;5;5;5;1
2022-09-08 09:44;3;1;4;3;4;3;2;3;4;4;2;4;3;3;4;3;4;4;3;;;;;;;;;;;;;;;1;3;1;3;1;2;;;;;;;2;2;;;;;;;;2;3;3;4;3;3;3;4;4
2022-09-08 09:48;5;2;5;5;5;4;5;3;5;4;4;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;4;1
2022-09-08 09:50;2;1;4;4;3;3;4;3;4;3;5;3;3;3;2;3;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;4;4;3;3;4
2022-09-08 09:53;3;2;5;5;4;4;4;3;4;4;2;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;5;3;4;4
2022-09-08 09:57;3;2;5;5;5;5;5;4;5;5;4;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 10:00;4;2;5;5;5;4;5;3;5;3;3;3;4;4;2;3;4;3;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;6;4;4
2022-09-08 10:12;4;2;4;4;4;3;5;4;4;4;2;2;3;3;2;4;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;5;3;3
2022-09-08 10:13;1;2;3;5;3;3;5;4;5;5;5;5;5;5;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;4;4;4;4;4;4;1
2022-09-08 10:15;3;2;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 10:39;3;2;5;5;5;4;5;3;5;5;5;4;4;3;3;4;4;5;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;4;4;1
2022-09-08 10:27;3;2;5;4;4;3;4;4;5;4;4;3;4;4;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;4;4;2;3;4
2022-09-08 11:20;3;2;3;5;5;3;4;5;5;5;5;3;2;4;4;2;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;3;5;5;5;5;5;1
2022-09-08 11:08;4;1;4;5;5;5;5;3;5;5;4;4;4;4;3;4;4;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;5;5;6;4;4
2022-09-08 11:13;3;1;5;5;4;4;4;5;5;5;3;4;4;5;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;6;5;4
2022-09-08 11:33;5;2;5;4;4;4;4;2;2;2;3;2;3;3;2;3;2;4;4;;;;;;;;;;;;;;;3;2;2;3;3;3;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;6;5;3
2022-09-08 11:43;5;2;5;5;4;5;5;5;5;4;5;3;3;3;3;3;2;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;4;4;5;5;6;5;4
2022-09-08 11:45;3;2;4;4;3;4;4;3;3;3;5;4;4;3;4;4;4;5;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-09-08 12:04;3;2;4;5;5;4;5;4;5;5;4;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;4;4;1
2022-09-08 12:12;3;1;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 12:30;4;2;5;5;5;4;4;4;4;3;3;4;4;4;4;3;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-09-08 12:32;2;2;5;5;5;6;5;3;5;5;5;5;5;3;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;4;5;5;5;4;5;1
2022-09-08 12:37;4;2;4;4;4;4;4;5;5;5;5;5;4;2;4;3;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-09-08 13:23;4;2;5;5;5;4;5;4;5;4;4;4;4;4;5;4;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;4;5;5;5;5;5;1
2022-09-08 13:33;4;2;4;5;4;4;4;4;4;4;3;3;3;4;2;4;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;4;3;4;4
2022-09-08 13:31;3;2;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 13:36;4;2;4;5;4;4;5;4;5;5;3;4;4;4;4;5;5;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;4;5;4;4;5;6;1
2022-09-08 13:34;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 13:35;2;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 13:39;2;1;5;5;5;5;4;6;5;6;5;5;5;5;5;5;6;5;4;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 13:40;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;5;1
2022-09-08 13:37;2;2;5;3;3;3;4;1;2;1;5;2;1;4;2;2;1;5;5;;;;;;;;;;;;;;;1;1;1;1;3;3;;;;;;;2;2;;;;;;;;1;3;2;3;3;2;1;4;2
2022-09-08 13:35;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;1;5;3
2022-09-08 13:36;3;2;4;4;4;4;4;3;4;4;4;4;4;3;3;4;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;4;4;4;4;2;4;4
2022-09-08 13:37;4;1;5;4;5;5;4;4;5;4;3;4;5;5;4;4;5;6;4;;;;;;;;;;;;;;;1;3;1;3;3;2;;;;;;;3;2;;;;;;;;1;5;5;5;4;4;6;6;4
2022-09-08 13:35;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 13:40;2;2;5;5;5;5;5;3;5;5;3;4;3;3;3;5;4;4;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;4;5;5;5;5;5;1
2022-09-08 13:38;2;1;5;5;4;5;3;4;5;4;4;4;3;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;4;1
2022-09-08 13:40;4;2;4;3;3;3;3;1;2;2;1;2;2;3;2;1;2;3;2;;2;3;4;5;6;7;;;;;;;;1;2;2;2;2;2;;;;;;;2;1;;;3;;2;;stryk;2;2;2;2;3;3;3;3;4
2022-09-08 13:41;2;1;4;4;4;3;5;4;5;5;5;2;3;5;2;2;3;5;5;;;;;;;;;;;;;;;3;3;1;3;3;3;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;6;5;4
2022-09-08 13:46;4;2;4;4;4;4;3;3;3;3;1;3;3;4;4;4;3;3;3;;;;;;;;;;;;;;;1;3;1;3;2;3;;;;;;;2;2;;;;;;;;3;4;3;4;4;4;3;3;4
2022-09-08 13:40;4;1;4;5;4;5;5;4;4;4;3;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;4;5;5;5;1
2022-09-08 13:42;3;1;4;4;4;2;4;2;3;3;3;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;4;4;4;4;4;4;1
2022-09-08 13:42;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 13:42;5;2;5;5;5;5;5;5;5;5;4;5;5;5;3;6;5;5;5;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;1;4;3
2022-09-08 13:43;4;1;5;5;4;3;4;5;5;5;5;5;4;3;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;1
2022-09-08 13:48;4;2;5;5;4;4;4;3;4;4;3;3;4;3;3;3;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;4
2022-09-08 13:48;1;2;5;4;4;3;4;5;5;5;2;5;4;5;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;2;5;4
2022-09-08 13:51;4;2;5;5;5;5;5;1;5;5;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 13:48;4;1;5;5;5;3;5;4;5;5;3;2;2;2;3;3;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;4;1
2022-09-08 13:48;3;2;4;3;3;2;4;2;3;3;3;2;2;3;2;1;1;4;4;;;;;;;;;;;;;;;3;2;3;3;3;2;;;;;;;2;2;;;;;;;;1;3;3;3;3;3;6;3;4
2022-09-08 13:48;5;2;5;5;5;4;5;5;5;5;4;4;4;4;4;4;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;3
2022-09-08 16:28;3;2;5;5;5;4;4;5;5;5;2;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;4;4;4;1
2022-09-08 13:51;5;2;5;5;5;5;5;3;4;3;3;4;4;3;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;5;2
2022-09-08 13:53;4;1;4;3;3;3;3;1;1;1;2;2;2;4;2;3;2;3;3;;;;;;;;;;;;;;;2;2;2;3;3;2;;;;;;;2;2;;;;;;;;2;3;3;1;3;2;3;3;4
2022-09-08 13:57;4;2;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;2;1;2;3;;;;;;;;;;;;3;3;1;3;3;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;4;4;4
2022-09-08 13:57;3;2;4;4;4;5;2;2;3;3;1;1;1;1;1;4;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;3;3;3;4;4;3;4;4;4
2022-09-08 13:55;4;2;4;5;4;3;5;4;5;5;3;4;3;3;3;3;3;4;3;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;6;4;4
2022-09-08 14:02;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;5;4
2022-09-08 14:06;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 13:55;4;2;4;4;3;3;4;3;4;3;4;2;2;2;2;4;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;3;1
2022-09-08 14:00;5;2;5;5;5;5;4;5;5;5;4;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;4;1
2022-09-08 13:58;4;2;4;5;5;5;5;5;5;5;3;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 14:00;4;1;5;2;4;2;1;1;1;1;2;2;1;4;2;1;5;3;2;;;;4;;;7;;;;;;;;2;2;1;2;1;1;;2;;;1;2;2;2;;;;;;;;2;2;2;1;2;1;5;5;2
2022-09-08 14:06;5;2;4;4;4;4;4;3;4;3;3;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;4;4;4;4;4
2022-09-08 14:04;3;1;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;4;3;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-09-08 14:20;6;2;4;4;4;4;4;3;3;3;4;3;3;4;3;4;4;4;4;;;;;;;;;;;;;;;1;2;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;1;5;3
2022-09-08 14:08;3;2;5;5;5;5;5;4;5;4;3;4;5;5;5;5;5;5;2;;;;;;;7;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 14:09;6;2;5;5;5;5;5;3;4;3;5;3;4;5;2;2;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;4;5;4;4;5;5;1;5;3
2022-09-08 14:10;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 14:11;5;2;5;5;5;5;5;4;5;4;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 14:15;5;2;4;5;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;5;1;5;3
2022-09-08 14:22;2;2;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 14:17;7;4;5;5;4;3;4;2;3;2;3;6;6;6;6;2;6;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;3;4;4;6;4;2
2022-09-08 14:18;3;2;5;5;5;5;5;3;3;6;2;1;3;5;5;4;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;3;3;4
2022-09-08 14:26;5;2;4;4;4;3;4;4;5;5;4;4;4;4;4;4;4;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;3;1
